day_of_year,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Median,Average
234,60504.37577169289,65117.82807023125,117749.69195285653,360020.57222950587,41785.95571308313,233453.5719045917,144559.84881821342,149013.12874591062,39550.76615269683,138474.03373123024,123529.36055902162,109049.32096769464,,120639.52625593907,131900.7045513941
235,58258.306293488495,64346.96982728458,118934.94093110684,366621.5572288553,42709.8917619347,239829.82791945574,143651.24977407022,149535.87107727755,40230.87360069948,140648.64574722646,121929.39269851227,107652.20255151369,,120432.16681480955,132862.4774509521
236,59578.28240646247,70637.62322592958,118855.380328436,373404.8947707643,43776.12797622353,233381.81450923716,143584.45373073802,144800.1086078593,40099.710688828876,138718.08530891823,129683.23709416715,106294.47664228195,,124269.30871130158,133567.84960748724
237,58980.424664351696,62492.97135246032,117570.17059298384,385593.3033071788,44082.79694757316,232790.21977711807,145116.44135673734,147784.89700941596,40388.31020598654,138611.8623793851,129110.58359903604,102892.0389788345,,123340.37709600994,133784.50168092176
238,60076.49719155479,63758.97941569388,117443.68963489172,382871.2932665459,43759.232696571984,238577.88056513504,140189.83189085854,142661.2798274733,37786.03728700026,138589.63711013505,130532.11668285703,104982.53855310759,,123987.90315887437,133435.75117681877
239,59901.82894925184,63747.72601068736,117657.89125746707,386148.32779351267,44223.91837256961,233697.4547563272,141774.0463677442,147796.42431822978,37349.662259503144,138674.7540285818,127559.81471990507,103982.02318526026,,122608.85298868606,133542.82266825336
240,59363.75698135213,65657.99151054423,116180.92006942362,385213.5497112661,46409.04120750328,224114.26614328718,140018.95254895146,147530.60216288653,36860.04843218847,138684.6141600237,120393.89107418635,105096.92383118965,,118287.405571805,132127.04648606692
241,59652.13542166439,64482.010687362825,116362.48144474941,405746.80008606974,46176.960311824645,218324.9902370468,141823.06305758315,147939.33880656058,37727.30455698042,146909.7759147993,119246.33949414484,101494.5553837206,,117804.41046944712,133823.8129502089
242,58730.731136764254,64273.82269474221,117256.00821320663,404635.86590688454,45423.22128550941,220749.97488391565,141792.44305990037,143159.30785015298,36996.723961098796,145146.83771100268,119927.66348904058,101523.01124980535,,118591.83585112361,133301.30095350195
243,56088.43437065114,64631.11830369923,117457.9697430634,418749.59861838084,45919.536496668676,221620.7543375106,143875.46717645696,141939.70650716816,37419.08386052883,138558.67096760686,119327.67048596719,101654.4007571766,,118392.82011451529,133936.86763540652
244,55705.10205365071,64138.78183466395,116366.5614756556,432817.3005909786,46954.27414695598,225446.507946429,143747.55460549184,146195.00350293732,37479.87214266519,137125.0078559605,119077.14595645768,101685.11324179589,,117721.85371605665,135561.51877947018
245,55584.358235145985,64456.690526098166,116223.7603939387,401909.4298336652,47526.0287463268,239280.68772349495,148207.33257444095,149383.81320001854,37284.22095484851,137583.2108289641,116276.2214563835,103897.79794161684,,116249.99092516111,134801.12936791187
246,55737.92561596268,63792.73963071345,116358.4014138432,406221.2707793313,47460.08476722173,245005.12816962396,140446.64477464953,149804.25820971292,36894.41352620899,138471.58202287173,119392.05583603242,104786.66219159824,,117875.22862493781,135364.26391148087
247,57234.91451140476,65095.3212602182,121635.92139100953,384219.46279236174,48019.00419290378,244289.40006547677,132424.6992526938,150194.67789932934,37187.927681608846,137040.2640235683,116424.9912492321,103840.62402970059,,119030.45632012081,133133.93402912564
248,55979.41325297212,70688.26354845891,122976.21154369538,393711.5322771445,45279.93883637147,244153.4994035352,129353.19246900707,156410.58303188617,36889.723130015875,137007.4857487751,117623.82462819494,103814.24687446505,,120300.01808594516,134490.6595620435
249,56218.556349816434,67666.72430420815,123204.69327444244,405093.51767631783,42374.867534425684,238867.90965182523,124767.60088054689,158431.9056852535,35220.82036662341,136964.84734254004,113560.42959568578,102941.47858822164,,118382.56143506411,133776.1126041589
250,55913.7661283482,67565.44365914947,124259.38126369445,408624.6064737437,41884.904424530774,241819.65357070186,126329.71463329857,141196.88914130031,36028.09174328818,139644.40468437504,108631.16888967053,103977.9219449361,,116445.27507668249,132989.66221308644
251,54843.48354296166,68437.5825471548,125577.23124639622,381588.6290230086,40434.20236979913,239819.67574776566,127878.12346773258,140252.19299018485,36023.96195221775,137709.47380942767,109004.29655279986,105030.0679957684,,117290.76389959804,130549.91010376811
252,55558.568293329445,67095.61400012723,127268.40405701501,381498.3379582461,40881.665338244995,238574.41959751345,124814.64208666436,139809.2063582812,39919.64432342281,137869.3145348014,110997.45183374529,104036.25693858796,,117906.04696020483,130693.62710999824
253,55937.2115299996,67438.84285282611,127229.64376340613,377772.50372701883,41264.494039186684,232948.96282536222,126436.39075425791,134924.94680333175,40452.98535030683,137247.53997587852,115544.22230845274,106397.9720973115,,120990.30653135532,130299.64300227823
254,56006.37546487124,67562.63030789784,127329.60452060797,372430.28239524015,41025.60264318338,233262.29576070452,127795.40008689609,136409.82713004033,40424.99246784748,133837.37354320564,116411.46304596779,107674.3473765517,,121870.53378328789,130014.18289525116
255,55539.81197200831,66290.995542161,122976.21154369538,368841.655174191,41313.01885399985,239407.8206007951,127851.45443749275,139431.4606731198,41800.56794421432,138061.56044891378,116269.81123151834,108755.86692258238,,119623.01138760685,130545.01961205767
256,55991.13595379783,64451.06382359489,123886.05843577738,346013.06430008303,42364.913726258885,238076.50172235238,129087.48990846948,136053.56690005024,37702.60055790749,140090.2425195705,117679.7371573816,108693.36514366967,,120782.89779657949,128340.81167907613
257,55739.097886045245,64898.386672604094,124279.78141822544,293479.59832564375,42708.51656475375,238943.35874597618,127622.17485806976,141411.14016899213,37757.57723360535,141786.5582136248,122005.1223266512,108425.92307485995,,123142.45187243831,124921.4362907543
258,55145.92922426476,64498.89079487261,124391.98226814585,329381.80425344524,42765.489019392706,237953.75273737288,131632.90068358244,145335.5852960834,36852.70450508131,141839.90951942644,121622.32877240027,107709.38582699235,,123007.15552027305,128260.88857508836
259,54325.34016646565,64180.9821034384,123867.6982966995,328270.8700742601,42405.645757046725,236614.81973016262,133482.2003823427,144326.10084124195,36845.67825421034,141764.1730503514,119516.84289484292,109303.81322972738,,121692.2705957712,127908.68039839914
260,53060.46074737246,65306.322604090456,124112.50015107133,328507.2202143736,40881.79630940509,235872.0960785669,135566.95304715564,142624.7364479614,37664.161733328794,141074.07044543684,117541.92743354537,108894.33528311588,,120827.21379230835,127592.21504128534
261,49960.978649057,65731.13864308661,123135.33274903706,356871.00744102715,41412.098536607584,234250.74811343398,135369.2812072761,144898.00020417364,36367.50077139842,143029.7875434238,121816.31390530727,109592.09858840372,,122475.82332717217,130202.85719601937
262,46294.11783077759,65106.57466522472,124310.38165002191,347641.84429187636,41807.107555437586,236152.4344559166,135084.81155138454,142723.59368271043,36451.36729775193,145072.70018216144,122754.8355344617,108312.20260970716,,123532.6085922418,129309.330942286
263,48318.62826337624,64631.11830369923,124304.26160366261,349582.21697775193,42388.35756391491,233731.83370136848,136856.45004634457,129154.80451317823,35215.92441521864,144642.53196125742,127503.98307683655,108638.85048347045,,125904.12234024958,128747.41340917326
264,46916.593244622345,63851.82000699769,124367.50208270867,321618.5430969085,44131.256276806285,230850.46279079778,134043.6081624377,122972.36478762286,34506.94580339777,141769.82263917755,127609.94389164241,107764.65893574466,,123669.93343516576,125033.62680990536
265,46886.11422247552,64535.4643611438,121544.12069562006,318466.322688878,43792.43388565468,231043.1233217336,129419.12423821111,131530.87858648153,36111.99564331654,141829.8894939612,127711.09198241701,105239.32488792439,,124627.60633901853,124842.49033398478
266,51527.13147937072,64479.1973361112,121562.48083469796,332582.7110199261,43813.65121358918,223564.8952161516,129469.99294403892,134847.575023754,36027.830127564266,141731.76786161275,128665.62906296962,105022.81123492087,,125114.05494883379,126107.97277955893
267,49658.532967753905,65874.61955691974,122908.89103374312,325454.14293627837,43235.02062831365,201001.92436623172,126390.83116093153,128876.12729617346,35230.87388515688,140797.933467057,127718.95815740929,106199.98893426574,,124649.86109733733,122778.98703251952
268,47958.7413480272,65995.59366073985,122939.49126553959,348184.4758869684,41868.2710871994,194429.77758398507,132138.00717761557,128738.46346683119,35166.53510391019,140200.03641562577,130350.2442461464,102614.99925858127,,125838.9773661854,124215.3863750975
269,47471.07699367801,65964.64679697191,121988.84406439561,345112.8092720103,42297.136150912556,187316.56619689468,132220.9774939173,130281.58386163066,35772.64267571857,139298.44731578528,127575.34485459418,102643.18358135689,,124782.0944594949,123161.93827148883
270,46989.27398974168,65348.52287286491,123106.77253269369,369715.35400674545,43760.34595143274,189438.60081128599,132355.80425790756,129907.39896819709,35619.261114152265,140187.29819176305,131353.61632054558,102652.63141580227,,126507.08575044539,125869.57336942766
271,43987.09030827955,67236.28156270874,122961.93143552367,369216.09753100004,43340.97629682608,188906.7654534332,132350.2482099409,125213.55124208354,36434.511770396566,143676.87865604874,133264.44975472102,104923.52938296409,,124087.74133880361,125959.35930032718
272,43678.7832765636,66755.19849867998,123019.05186821043,369059.41597744165,43221.98899788474,185924.10355713696,133922.23938129997,124423.6288263246,36435.894596365855,143443.9130639819,132689.63255592878,106755.5384540665,,123721.34034726751,125777.44908782374
273,45743.15089196962,66735.50503991857,123114.93259450607,382358.7586930414,43285.248068207984,190109.33633635237,133245.26580349903,131849.23750791088,36284.138789655335,143580.72904998864,132577.4030669646,106463.52639756136,,127482.08505120847,127945.60268663132
274,44927.2509145008,66839.59903622889,123386.2546497682,384291.1645202614,42939.41871999159,192034.55725866198,132538.41303441086,144717.81810750495,36032.42708957027,148534.9920664567,128161.08167933967,110246.33069216867,,125773.66816455394,129554.10898073867
275,44037.497921830065,66791.77206495118,124671.46438522037,387130.0218211751,42793.12393417159,192001.56270066937,130876.53735372494,145064.75389136028,35562.826865135416,146773.59950488608,123177.00040673306,112575.17974692462,,123924.23239597672,129287.94504973183
276,41964.92441584605,67438.84285282611,124206.34086191388,379060.4792096598,42324.18169547104,190190.32297869786,130591.69729463563,144850.65374467388,36550.68783865409,146062.49748490073,122993.55069071804,114634.03048034005,,123599.94577631596,128405.6841290281
277,38544.24031490637,67272.85512897994,124463.38280900432,372996.8145662986,42818.46685364891,188538.97996084436,130699.11422199052,148236.0312156121,37925.62796254855,148280.7605692801,123185.33167690483,114265.4713013463,,123824.35724295457,128102.25638178039
278,37956.93300353872,67497.92322911034,124230.82104735107,382328.66167145385,43196.18767934711,187648.12689504412,131560.67206001622,154946.22252191426,37660.16275012032,146430.04054664704,125810.26820536538,115317.06490199795,,125020.54462635823,129548.59037599222
279,38493.832701355845,69360.36175768949,124438.90262356712,385385.2797756182,42873.86765436678,181433.84416487106,132373.95401459854,166398.24171405245,37279.736113867046,148651.28831946282,125098.0457133278,116737.78885894878,,124768.47416844746,130710.42861764383
280,39035.42147950325,68600.75691974936,124445.02266992643,386743.18657312414,42807.661732941524,189838.91939951788,130811.71679411424,162347.5997140306,36449.59204819677,148695.6322619473,126589.84861231106,113951.94177848291,,125517.43564111875,130859.7749986538
281,41680.0627857815,68412.26238589014,125752.67257536268,406221.2707793313,43337.17813318348,189284.47238653735,131184.71281427413,163041.83339615425,36277.131225621786,148554.23264727028,127183.8964856988,115267.2413865531,,126468.28453053074,133016.4139168049
282,42246.26923566288,68972.11928496453,126007.674507,423379.22870374995,43278.96145252369,198577.40118171243,134031.13792144594,165874.5639204519,36306.97410498599,146833.82625369309,125954.67014783269,113849.5886780642,,125981.17232741634,135442.70128267395
283,42261.50874673629,69132.48030630745,125222.26855755704,425063.77670613193,42882.3807797726,198170.6221205868,136815.2118236589,165719.72983269324,35693.63472709499,146382.23223365593,122877.25667431565,106490.95227178388,,124049.76261593634,134726.00456502454
284,42507.68546407602,69925.84535926716,125983.19432156283,424894.7022613316,40665.36646735714,191851.35670589187,140025.8667419766,172238.4531431215,35593.60408637076,142963.75131176724,121846.14066138334,103883.55596323089,,123914.66749147308,134364.96020727805
285,44363.38900478456,69177.49392633353,130212.1463558364,469764.93541568663,40793.194319604525,192141.15506140728,140177.73205306454,169395.0704198414,35722.692759287434,142065.83977446452,126164.56962449009,107601.96703932394,,128188.35799016325,138965.0154795104
286,45829.89887807981,70049.63281433888,129826.58343520077,493662.8557626678,40800.59419014958,190928.66273797286,143525.18921909397,173452.04942209073,36121.05875946659,143300.00844293853,127563.41415216372,107947.11731235788,,128694.99879368224,141917.2554272101
287,47285.85832063193,71298.76077006267,129842.90355882556,505720.253734525,40833.72989365223,191990.48760428024,141465.87090719497,173468.55580408333,35731.980117486564,143366.47105865742,126645.78136302729,106228.80061572109,,128244.34246092642,142823.2878123457
288,46337.491823832686,71506.94876268329,130250.9066494453,502641.5054674286,42320.18707508831,187691.04289355196,140329.2269609547,184865.38272444007,35611.87981337026,144771.5131401185,133591.16900754895,103875.70929795316,,131921.03782849712,143649.4136347013
289,45006.96528011557,73819.52349152326,130297.82700486659,504518.14328406006,42367.07475040037,184518.02777806763,141642.6767002665,183809.48727233242,36001.72461568462,151934.445599563,135062.3661679278,101390.2172080765,,132680.0965863972,144197.37326274035
290,44934.284534996215,75847.9497439486,130389.62770025601,493011.34376595035,42360.72264913602,185712.2923386949,140184.89318155486,184609.06607243806,36458.524356484864,151829.55512022477,136736.0212820922,100185.51063532288,,133562.8244911741,143521.64928175832
291,45909.61324369458,73915.1774340787,130216.22638674262,490301.7266165594,41965.77911588605,183424.3620096415,140162.17511875796,186272.34809995143,36055.44927327515,150355.3322246473,136244.1123544267,100354.98175090957,,133230.16937058466,142931.4403023809
292,45556.75994884097,74086.79186042813,129749.062847983,503770.1437769592,42111.55001706569,183294.46035824408,141700.2126636543,194024.97627267803,35668.01507298834,152488.47839057993,138281.99765872146,101733.33558807311,,134015.53025335225,145205.48203801803
293,44752.582672197845,75791.682718916,127592.76651405772,528301.8719903121,42232.8293113086,189681.56073832244,144958.89652995017,199409.49688918737,35587.343995834126,157736.20023796082,138298.68042059452,103835.91415782148,,132945.7234673261,149014.98551470527
294,45195.70076340937,75659.45521008938,127878.36867749153,536584.7493724916,42621.6826856144,189729.3220915005,146904.74799559725,188297.14101644338,35783.53710193606,159208.3978092421,139793.2536691252,101925.68188656373,,133835.81117330835,149131.83652329206
295,44863.94833004201,77448.74660612615,128676.0147196531,523793.51519781013,42166.49241872325,185430.10811194702,159251.15085158154,183440.16074727327,35874.57937385992,159400.3772333155,136689.75442249756,100406.0506201515,,132682.88457107532,148120.07488608174
296,41867.62599899272,78368.7124654092,133196.68896371982,521093.6353201092,42087.18938128904,171574.00887327763,161435.17157339823,184158.89750467657,36468.22282510729,176247.8774969464,136737.67944751473,102799.6955266042,,134967.1842056173,148836.2837814204
297,42022.36564989199,78582.52716053309,132845.80630578686,488086.0547038101,42238.002672132134,172291.58282682303,159441.04422430773,183909.1894407118,36084.93710272833,180936.6631365934,134430.44336970584,103852.68429805108,,133638.12483774635,146226.77507425626
298,40677.771865184026,81010.4492906899,132109.3607272182,503462.9771154635,42162.694255080656,198947.95544839854,161161.32014250956,190256.5722813888,37560.69271451878,184196.1561012331,137883.63352672235,104323.50294183967,,134996.49712697027,151146.09053418727
299,41476.0877914143,80366.19185406661,133533.29151348112,520715.65213723114,42194.45476140236,212734.37387228638,160868.33121306918,181969.25200166623,38926.62578277545,182528.35484134842,134390.5058488582,107418.57230647234,,133961.89868116967,153093.47449367266
300,41199.43205192774,83081.07581188969,136660.6352030814,509277.89872746915,42187.185862017395,220791.73722654962,160796.34952496813,176698.797425252,37793.119598383506,180580.20606046822,135196.05069973724,106581.75073622083,,135928.34295140931,152570.35324399706
301,41724.60904891916,85005.4080680047,138818.9715524598,508681.2695348232,42092.100799792395,217855.91375873238,168678.89997682773,182457.26152558625,38584.89958682478,181939.7849412811,137169.1057803168,105982.67937845956,,137994.0386663883,154082.57532933564
302,39233.53512345761,88153.54811857882,139739.0185218073,546734.5272996126,41152.71015405027,217827.76455541007,163378.30674892827,188151.66155102054,38772.75836343615,184636.34434760234,141447.25345657373,103771.174487499,,140593.13598919052,157749.88356066475
303,40569.92301758757,91847.47831196923,145728.50389210507,539675.0053243127,41224.74429209951,211681.7782529699,166531.79610705597,186091.62283166323,38562.232453030934,183962.28444303374,146639.45471123792,100725.26382538196,,146183.9793016715,157770.0072885373
304,39596.93884905435,87554.30430198161,142482.83930622507,565265.4405323311,41338.6892013774,210848.60798086307,167930.3151141235,185514.05034292783,38174.499263345344,184646.4709690832,146492.58574216638,102697.71696868086,,144487.71252419573,159378.53821434666
305,37962.79435395157,92010.65268456377,142905.12250501648,586502.4300883716,41667.81972668238,212819.74440695252,170357.9376723439,183983.33236677363,38184.2164188052,188300.4224894051,141946.05792581342,102783.71192561484,,142425.59021541494,161618.68688035788
306,38077.676822043446,102135.90383918065,147739.9591288604,626492.5197129673,41709.86146907112,215205.27402293513,170035.56342254663,190168.8500648395,37694.45309679115,185122.9018607523,140037.71173977177,102884.20167711916,,143888.83543431608,166442.07307140654
307,38157.39118765821,112227.39477877796,148841.56747353368,636662.6573899859,41419.8913206329,212649.46479996972,168347.63605028388,190220.60224969743,37723.4363816339,184756.1049711151,139980.28259586936,99394.58924787735,,144410.92503470153,167531.75153725295
308,38453.97551854846,117299.8670854671,140008.30056161634,656828.5470601186,42151.16879299277,217503.12579250382,171791.8919186653,185417.6977328687,39494.36927735483,186890.42369321917,138666.59092910172,94675.49425981405,,139337.44574535903,169098.45438518925
309,39697.75407615538,114376.79513502339,142425.71887353828,656446.1378446541,41943.906932151105,215413.162811406,174361.62583709884,183954.0010993206,39873.78682438728,185968.847840456,136717.86234856248,97015.21441049773,,139571.79061105038,169016.23450277097
310,41025.93607970736,104746.6938006934,143070.36375671747,629556.2194692701,42259.023543326504,215411.3169620078,192755.60170316303,185566.04393739442,39401.75731108746,186890.3703952114,140417.9776028298,94733.98843402644,,141744.17067977364,167986.27441628627
311,40125.63265629349,108302.76978275391,144665.65584104066,627026.2992428867,42738.181532514034,212705.07101309014,193259.72045533542,190207.98859764458,38503.81739924727,188828.97883269654,153311.2046179823,96977.90997796017,,148988.43022951146,169721.1024957871
312,40533.5826450279,107877.95374375775,144398.41381668474,651675.7599230376,42200.61040592658,203480.43864564798,182903.24704553353,199822.820315426,34653.22636674341,190882.81756303192,153411.88761357742,95804.82415537706,,148905.15071513108,170637.13185331432
313,42892.19005115903,106988.93474824264,144586.0952383698,633143.0762772845,41489.764434540666,203218.3280311054,191126.93884254433,203176.54295142784,29392.507895477964,195444.70064612175,154929.95827943718,97992.89204969066,,149758.0267589035,170365.16078711682
314,42980.11030735179,94323.22741340373,146568.99025878173,588760.5919139502,41807.17304101764,208592.28782275354,189057.37270884024,195018.85963155935,33123.61528950046,198714.79991431243,155150.75716051832,99162.66317118988,,150859.87370965,166105.03738609827
315,43171.19033081072,87790.62580711854,145157.29956523745,564700.6787743071,41474.24435207006,201038.8413541955,188941.6834434017,196649.88330011466,31452.526166129544,195930.1921991158,162429.98203626706,96350.23293711603,,153793.64080075227,162923.94835549037
316,49468.62521437755,92193.5205159197,146160.98716816198,549246.7433956504,41663.36670723934,202272.79167688382,193973.61088518132,192811.04805549688,31356.886932199675,197849.56005578733,179932.76737535832,95248.11355384071,,163046.87727176014,164348.1684613414
317,48922.34735589985,94148.79963580266,143211.1248229813,572893.2650917242,41704.88456498772,201632.97412923712,200455.5433785193,194553.24084884324,30609.992727247947,195125.01919537433,178341.59588020024,93420.66453761926,,160776.3603515908,166251.62101403644
318,46655.17701620919,93614.26289799294,142829.64193325184,583930.0199491588,36442.59432375063,199022.94308019994,200991.5168057004,195379.73682031521,30695.11127170879,189269.0604830502,182088.36220312348,88618.63647752152,,162459.00206818766,165794.75527183193
319,44194.58211289446,90761.52472883998,144208.69237954653,640592.0891201873,36381.234335248686,195707.3360987056,198040.76146448846,192681.86373865904,31405.958567271933,200489.94336189388,176745.1870088905,89442.41460537224,,160476.9396942185,170054.29896016655
320,45689.2264681714,93161.31334648047,145198.09987429943,691170.1338979574,36107.30815392144,195817.16413789772,197576.02891901284,182768.43851115782,31021.00971636234,192837.73519090196,184408.8838258422,88149.18491384097,,163983.26919272862,173658.71057965385
321,45484.07920372162,94323.22741340373,150642.90111861983,683765.3813809184,36349.08091544671,196552.50439190067,207100.82368207624,181215.35997000083,31110.295425568464,194245.65536478386,182915.30143225915,86240.84408218479,,165929.13054431032,174162.12119840705
322,43927.30453406847,94323.22741340373,150973.38362202182,688251.6080104884,36620.518644732256,189523.50988360264,217588.91369482098,171483.14283000515,31032.819797613545,194491.4124787212,180622.8270710167,87194.944271295,,161228.26322601349,173836.13435431584
323,44355.18311420657,92193.5205159197,152109.67222939778,710424.2608552928,32007.38695847891,187524.22425419078,219480.43935812768,174822.16965607932,31268.685059564075,198206.33691995926,183463.18355369996,85280.88230302224,,163465.92094273854,175927.99539816158
324,41775.01666246968,90269.1882598047,153066.43947690108,729718.2221059056,32910.23665055606,185770.66732591263,219721.9422430773,179876.4419279324,30313.58211204756,200198.19006723043,186344.18531076482,81637.58572437306,,166471.44070241676,177633.47482224795
325,41125.579036725816,91273.55465663665,147797.07956154714,717139.4374953712,29805.04141599348,175202.0258654152,229945.31743714516,178191.40285943795,29396.936675947167,192017.21236091587,190615.82165450885,79484.86527805876,,161499.5527134812,175166.18952480864
326,41443.26422910233,91101.94023028722,149912.5755864105,728052.2634403866,29188.56016545208,167171.19659625084,230067.1800892133,170056.3215141809,30099.561763044283,199810.76684857704,199454.42978097388,79524.24842144555,,158541.88609133067,176323.52572211038
327,43036.379271315156,91104.75358153884,152839.99776160714,720367.7856638876,28259.712698097155,168955.67150194864,229692.7024562623,173660.14450476153,30948.69165553612,198322.739768981,199956.8943470609,81554.34365477994,,160897.8346317779,176558.31807214802
328,44304.775500656055,90165.0942634944,151195.74530640958,728670.1375894473,25242.85751101496,161349.84905671698,227253.1035279805,171965.99222353988,30993.016833902995,200482.0552567404,197555.40572005164,82684.02000215117,,156272.79718156328,175988.50439934214
329,44053.90970298604,92126.0000858806,149708.57404110063,770767.0187251674,26133.46139962374,165546.15693232152,236221.67615571775,177791.4173140781,30859.31251214289,200542.28200554743,197730.60505201307,81720.45325147081,,157627.3654867111,181100.07226483748
330,42916.807722893005,98793.64255224404,149741.2142883502,826099.5077072429,24380.805335305697,165069.92778758914,231944.50696327194,162973.7257103091,30681.264325178494,200131.8873455349,189232.34548928792,84474.58594614231,,156357.46999932965,183870.01843111243
331,43330.61906204026,100923.34944972806,149386.25159951102,853224.0058097058,25057.991718548594,173319.02874808916,211653.6963213996,164959.89308941437,30727.570308312177,197831.17224309847,185927.3387007633,85419.60347974011,,157173.07234446268,185146.7100441959
332,44181.687141986185,100076.53072298737,149345.45129044907,876519.1005184199,27667.592083332405,171139.0806088297,209740.687272622,172513.44886359407,30300.370517989646,202529.87131219506,194157.92587692634,85330.86499902765,,160242.26594963938,188625.21760069657
333,44141.8299591788,102282.1981042654,149408.6917694951,871129.9632412252,27758.158640534315,178771.43713916035,219481.05669679062,175539.42777962956,30682.94614054654,200821.35037435594,193161.67178092635,85150.13888145547,,162474.05977456234,189860.73920896367
334,44203.96027355502,105807.32722255796,149561.6929284775,871148.5525780882,26070.202329300497,174073.28895842354,224517.67591240874,173338.34549640864,32036.788824990675,200506.62563833335,197307.1662233805,85154.61466427498,,161450.0192124431,190310.52008751666
335,44267.26285801381,102000.86297910238,151344.66643448576,958522.8618661114,27414.686773199533,170891.73678947258,240854.18548256284,171867.43675080163,31717.841883858393,206066.14083130815,195270.61554003556,80859.57668945497,,161118.20161197917,198423.1562398673
336,44451.30926097732,101030.25679728999,153288.80116128884,970980.3731837787,27017.975129288356,169069.88343346148,232771.24690070676,171411.89681924734,31761.34484137866,209849.71310658468,197011.10280933994,85641.28581917957,,161179.34229737514,199523.7657718768
337,43971.850797206134,101863.00876777251,156687.46690615127,983015.640992704,25342.461078263044,169011.50844624382,236499.72548951453,161898.42696090488,31635.84404124716,212383.18060905676,193133.7054055682,87458.0884649705,,159292.94693352806,200241.7423299669
338,43060.99694304913,102088.07686790293,155459.37760338583,1016223.2782819082,25705.971533091528,166736.4990629777,240543.66413509444,148000.56631855867,32016.90602997282,222339.30176295276,193586.8496610996,86383.12341260856,,151729.97196097224,202678.71763438356
339,43953.09447588501,108136.78205890772,155122.77505362453,1040204.4080415135,24522.1232170423,170965.57076540007,232184.89863862822,148390.86530337078,31717.95400488293,235086.586287004,199773.28285880954,83479.38908172905,,151756.82017849764,206128.1441488998
340,43968.33398695842,110592.83770158084,153290.84117674193,1181928.6270774326,23702.898610682307,173149.90279698023,235273.1970339474,152784.61070971037,31763.53120135713,232753.09290977434,195469.77738450558,83460.28741446584,,153037.72594322613,218178.16150034475
341,44121.90136777511,110876.9861779955,154620.9312521623,1451366.0163937788,22223.972270951377,173211.73875181953,238168.51536322557,152397.90269282716,31405.02422540079,230318.33331773643,202786.65474826357,84327.9712863348,,153509.41697249474,241318.82898735596
342,42546.370376800834,111735.05830974269,156448.7850981387,1393145.098545822,22048.470916431415,173400.01539043462,235750.27635268224,152695.74179751988,32113.778595172593,235695.3028340174,202157.1989766459,85156.15965206834,,154572.2634478293,236907.68807045638
343,41225.221993744286,117237.97335793125,156618.1063807459,1265481.4998303624,23458.440940375207,169131.95011947554,232033.03332754027,144674.18332073843,32056.802427870483,233098.78378832518,202764.61328106155,86675.1354691137,,150646.1448507422,225371.31201977367
344,40695.35591642257,117223.9066016731,156695.62696796365,1352329.111240605,22671.50072497729,167091.594340954,229698.8758428919,143325.06572270382,32066.687764867147,232756.34408824978,196718.80059979437,86369.62115565094,,150010.34634533373,231470.2075805628
345,40913.398151780624,126747.10058844111,157364.75203658,1508401.642715099,21991.6949185326,165476.9375798895,226836.15299501794,148055.2757711228,31972.169741182643,219597.06596395216,195591.2885555301,86487.20877206829,,152710.0139038514,244119.55731576643
346,41288.52457820307,120312.96627596297,156644.62658163617,1523366.0588897006,22673.072378898367,165506.70190143527,222731.34475727027,151280.23655710192,32088.92510140027,220025.31545657563,204605.5813306656,84434.46308132718,,153962.43156936904,245413.1514075148
347,41147.85216829465,122909.68948121759,158348.0394849736,1454463.3539977379,21599.239837324338,167097.82408267292,232404.67120264165,141134.60546226427,33224.67370628295,229423.08668082338,202426.14531956913,84431.16710736805,,149741.32247361893,240717.5290442642
348,41964.92441584605,124330.43186329083,158441.88019581613,1458882.3049319948,21073.39062956489,163366.67025541162,235590.87950990614,145823.17235318822,33235.811061386936,229716.6521077518,204579.85954508677,82533.49137326716,,152132.52627450216,241628.2890202093
349,40700.044996752855,129971.20112280926,158319.4792686302,1557868.753313684,21135.53644502737,163762.37422014805,237771.19619974509,147622.33781417995,32444.741172767724,224393.14049328814,204538.76939705518,80660.97553129187,,152970.90854140508,249932.37916461495
350,38749.38757935614,128367.59090938006,158319.4792686302,1716047.191092785,21184.912572381123,158715.5912343286,240410.68938709307,144413.12900516632,31069.558119986763,224795.3805581082,211160.97655641896,82256.82619550926,,151366.30413689825,262957.559373262
351,37647.453701740196,128449.17809567734,158574.48120026756,1711956.6517764388,23164.21422923409,152579.29564122896,263778.4393928861,139781.80636769754,31355.373298368424,221920.80580575558,214138.53611705214,80624.63554567986,,146180.55100446325,263664.23926433554
352,36539.65847371142,129948.69431279621,160408.45509260325,1662921.5219582857,23445.14736762612,167380.70050294514,281091.08485691115,141198.24707034908,31358.662181754837,226993.8167835883,214292.74550134788,79810.97006520377,,150803.35108147617,262949.14201392693
353,37345.008020437104,130080.92182162283,160406.41507715016,1552789.438317537,24532.60090984946,165139.83933354547,283032.98535511526,141385.7921600821,30660.59668298888,224870.26425905855,204325.75580484816,82496.98284353223,,150896.10361861612,253088.88338214727
354,38853.71961670488,124192.57765196094,160796.05802869203,1479333.2311006912,26663.89459798632,165378.8768306108,295197.767176457,141364.4274097151,31499.897298996326,232572.67915339224,197597.87093209213,82512.99453520874,,151080.24271920358,247996.99952770895
