days_since_halving,index_value,Era
461,8.544609067369421,3rd Era
462,8.753305652167253,3rd Era
463,8.700016853846508,3rd Era
464,8.732498812569904,3rd Era
465,8.53333231188809,3rd Era
466,8.486432653561526,3rd Era
467,8.719551994116475,3rd Era
468,9.144161674353043,3rd Era
469,9.287526621416642,3rd Era
470,9.066128365023673,3rd Era
471,9.01939724516218,3rd Era
472,8.448082491917816,3rd Era
473,8.714235371627316,3rd Era
474,9.012854888381572,3rd Era
475,8.81488347863392,3rd Era
476,8.804556667228463,3rd Era
477,9.463204988738568,3rd Era
478,9.341014601559747,3rd Era
479,9.783949009453476,3rd Era
480,10.15153140178038,3rd Era
481,10.843703556161612,3rd Era
482,11.01973432209233,3rd Era
483,11.368777483261068,3rd Era
484,11.362158518087242,3rd Era
485,10.896731885945425,3rd Era
486,10.85294252838341,3rd Era
487,11.279589991879512,3rd Era
488,10.958815327807315,3rd Era
489,10.190617003998959,3rd Era
490,9.774173778479172,3rd Era
491,9.506687912727719,3rd Era
492,9.915975914321173,3rd Era
493,10.107006603643496,3rd Era
494,11.087747253589104,3rd Era
495,11.963182006220602,3rd Era
496,11.835016164370968,3rd Era
497,11.912666431734262,3rd Era
498,12.296443838386935,3rd Era
499,12.630395146092207,3rd Era
500,12.412674092573583,3rd Era
501,12.601559746885869,3rd Era
502,12.468552254585013,3rd Era
503,12.61225427857876,3rd Era
504,13.340892028130604,3rd Era
505,14.298619516754258,3rd Era
506,14.7681063937365,3rd Era
507,15.171311688908638,3rd Era
508,15.07803330932937,3rd Era
509,15.078355064580878,3rd Era
510,16.59068135504926,3rd Era
511,16.806303338593775,3rd Era
512,17.014616881425532,3rd Era
513,17.589394334043238,3rd Era
514,18.00447393016379,3rd Era
515,20.457520645961974,3rd Era
516,25.12110254799516,3rd Era
517,24.113380421959032,3rd Era
518,21.90370324972804,3rd Era
519,23.406913141403773,3rd Era
520,26.10830894632816,3rd Era
521,26.367321923789973,3rd Era
522,25.17471310156741,3rd Era
523,25.251198921353826,3rd Era
524,26.964514992262554,3rd Era
525,29.702361070678904,3rd Era
526,29.631559593669085,3rd Era
527,28.782830526912527,3rd Era
528,26.876599200208375,3rd Era
529,25.605175663045646,3rd Era
530,23.566886788116506,3rd Era
531,21.979637489083306,3rd Era
532,24.22974857125347,3rd Era
533,21.88475033324651,3rd Era
534,21.87256959872524,3rd Era
535,24.1697335560084,3rd Era
536,23.28646942559027,3rd Era
537,21.513552024759836,3rd Era
538,22.120596932599938,3rd Era
539,20.148375135979897,3rd Era
540,21.38986011307399,3rd Era
541,20.69442444114177,3rd Era
542,22.730123952380225,3rd Era
543,22.898830955919532,3rd Era
544,22.850062052798506,3rd Era
545,25.81937273047635,3rd Era
546,25.785358603888646,3rd Era
547,25.02589363690686,3rd Era
548,22.819158226975347,3rd Era
549,21.969479216142922,3rd Era
550,22.10539782738597,3rd Era
551,20.436009009147043,3rd Era
552,20.989474006772184,3rd Era
553,21.841742381295298,3rd Era
554,20.696829944688744,3rd Era
555,21.170423031547337,3rd Era
556,16.954463971072673,3rd Era
557,17.030091776855073,3rd Era
558,17.07054100847289,3rd Era
559,17.401811022415615,3rd Era
560,19.667841328695975,3rd Era
561,17.359936874683992,3rd Era
562,16.163850031409442,3rd Era
563,16.978350468077284,3rd Era
564,17.06920802243094,3rd Era
565,17.172583388236017,3rd Era
566,16.652994622090798,3rd Era
567,17.57133007492301,3rd Era
568,17.988891782983742,3rd Era
569,17.066526728668393,3rd Era
570,15.522683745231129,3rd Era
571,15.31365008350315,3rd Era
572,13.9363843902738,3rd Era
573,10.978181929612209,3rd Era
574,13.988018447301087,3rd Era
575,12.717682749322018,3rd Era
576,10.984846859821962,3rd Era
577,11.740236260284677,3rd Era
578,11.771584414788485,3rd Era
579,12.61583955138125,3rd Era
580,13.071460309191476,3rd Era
581,13.051526805276787,3rd Era
582,12.720440651477777,3rd Era
583,13.656855685108862,3rd Era
584,13.065316316055588,3rd Era
585,14.473148758177947,3rd Era
586,15.47419063232568,3rd Era
587,15.629016195014326,3rd Era
588,16.96814623010097,3rd Era
589,16.04342163727458,3rd Era
590,17.04253297991328,3rd Era
591,17.385999050055926,3rd Era
592,16.021879357102364,3rd Era
593,15.16458547198431,3rd Era
594,15.502581702851366,3rd Era
595,14.804372807084746,3rd Era
596,14.717652105964731,3rd Era
597,15.77091026092819,3rd Era
598,16.376514930975837,3rd Era
599,16.122573429144897,3rd Era
600,16.776901037277646,3rd Era
601,16.89365222853816,3rd Era
602,17.482786094044464,3rd Era
603,17.55862840332787,3rd Era
604,17.754960393460706,3rd Era
605,16.386397413700646,3rd Era
606,15.22340539629522,3rd Era
607,14.296505125101506,3rd Era
608,14.152619240964041,3rd Era
609,13.488960730537638,3rd Era
610,14.596840669863791,3rd Era
611,14.001348307720596,3rd Era
612,14.015015245070252,3rd Era
613,12.599629215376837,3rd Era
614,12.667029279727887,3rd Era
615,13.03785986792713,3rd Era
616,12.12027517734843,3rd Era
617,12.565768305575558,3rd Era
618,13.040740343512034,3rd Era
619,13.660655461412352,3rd Era
620,13.595860082430633,3rd Era
621,13.343450748464004,3rd Era
622,13.347403741553926,3rd Era
623,13.21323180167619,3rd Era
624,13.170331101475478,3rd Era
625,12.524951353670309,3rd Era
626,12.1468123247583,3rd Era
627,12.177256500222164,3rd Era
628,10.963350544685676,3rd Era
629,10.459543107542864,3rd Era
630,10.619593362648812,3rd Era
631,10.425023365559932,3rd Era
632,10.746334288384636,3rd Era
633,11.371320881915825,3rd Era
634,10.366862273430678,3rd Era
635,10.41851165213661,3rd Era
636,10.12908514256822,3rd Era
637,10.599767110484624,3rd Era
638,10.736819525947263,3rd Era
639,10.280631866027242,3rd Era
640,10.46809260422572,3rd Era
641,10.610584215606663,3rd Era
642,12.03430523848193,3rd Era
643,12.162256576830558,3rd Era
644,12.317511146521214,3rd Era
645,12.753658050776044,3rd Era
646,12.31400248211194,3rd Era
647,12.062941455865905,3rd Era
648,12.50157047206092,3rd Era
649,12.681339727580554,3rd Era
650,13.507239493158872,3rd Era
651,13.502612346208652,3rd Era
652,13.507883003661883,3rd Era
653,13.660594174697781,3rd Era
654,14.666140622366587,3rd Era
655,13.966920495809523,3rd Era
656,14.117425345120813,3rd Era
657,13.818959045152987,3rd Era
658,14.304288537852207,3rd Era
659,14.41137174988892,3rd Era
660,14.132547841941562,3rd Era
661,13.930562152389417,3rd Era
662,14.131613219544334,3rd Era
663,14.93151209646529,3rd Era
664,14.81891308011706,3rd Era
665,15.012211377878563,3rd Era
666,14.674261112047438,3rd Era
667,14.30081051680022,3rd Era
668,14.129269002711938,3rd Era
669,14.2624909985138,3rd Era
670,13.939218900822773,3rd Era
671,12.90266137558031,3rd Era
672,13.01639419614813,3rd Era
673,13.349181056276528,3rd Era
674,13.28461550247445,3rd Era
675,13.016915133221996,3rd Era
676,12.74187567989949,3rd Era
677,12.325187307521412,3rd Era
678,12.606110285442872,3rd Era
679,12.601483138492656,3rd Era
680,13.048002819188872,3rd Era
681,12.890174207486174,3rd Era
682,12.283297838111144,3rd Era
683,11.499823800695605,3rd Era
684,11.62460355156511,3rd Era
685,11.36465595170607,3rd Era
686,11.229871144682612,3rd Era
687,11.23557080913785,3rd Era
688,10.889500053625875,3rd Era
689,11.394763050239785,3rd Era
690,11.26786890771753,3rd Era
691,11.468015995832504,3rd Era
692,11.499471402086813,3rd Era
693,11.68215177654864,3rd Era
694,11.76540977829531,3rd Era
695,11.487060842385892,3rd Era
696,11.638883356060491,3rd Era
697,11.741416029540197,3rd Era
698,11.750271959795917,3rd Era
699,11.67314262950649,3rd Era
700,11.63076286637964,3rd Era
701,10.293119034121379,3rd Era
702,10.397306448894541,3rd Era
703,10.001455559471095,3rd Era
704,9.658341887937244,3rd Era
705,10.157185101199689,3rd Era
706,9.839091730890038,3rd Era
707,9.943815404415709,3rd Era
708,9.904362081909694,3rd Era
709,10.249421606631223,3rd Era
710,10.327010587279943,3rd Era
711,10.345886895368256,3rd Era
712,10.26644399160372,3rd Era
713,9.31591769194233,3rd Era
714,9.458884275361209,3rd Era
715,9.435932400753828,3rd Era
716,9.559057410329876,3rd Era
717,9.395161413884505,3rd Era
718,9.439211239983452,3rd Era
719,9.065990469915885,3rd Era
720,9.55893483690073,3rd Era
721,9.727197511759389,3rd Era
722,9.780991925475355,3rd Era
723,10.143089156848026,3rd Era
724,10.111817610737434,3rd Era
725,10.220049948672377,3rd Era
726,10.008304349824567,3rd Era
727,10.115310953468063,3rd Era
728,10.360258629935496,3rd Era
729,10.26299661390902,3rd Era
730,10.241898662417455,3rd Era
731,9.756354666217232,3rd Era
732,9.777284079243723,3rd Era
733,9.446795470911795,3rd Era
734,9.51963473118115,3rd Era
735,9.564542571284111,3rd Era
736,9.754087057778051,3rd Era
737,10.237240872109949,3rd Era
738,11.226393123630626,3rd Era
739,11.266352061531862,3rd Era
740,11.466897513291558,3rd Era
741,11.227572892886144,3rd Era
742,11.365468000674154,3rd Era
743,11.355861308164924,3rd Era
744,11.81666079335652,3rd Era
745,12.748525288430601,3rd Era
746,12.612208313542833,3rd Era
747,12.15306356964469,3rd Era
748,12.567898018906954,3rd Era
749,12.565875557326063,3rd Era
750,12.59324007538266,3rd Era
751,12.483751359798982,3rd Era
752,11.776119631666846,3rd Era
753,11.623592320774664,3rd Era
754,11.539093263057902,3rd Era
755,11.36298588873397,3rd Era
756,10.728024882406116,3rd Era
757,10.75299921859439,3rd Era
758,10.599031669909756,3rd Era
759,10.286101705302833,3rd Era
760,9.576095116981017,3rd Era
761,10.049335805230822,3rd Era
762,9.362878636983469,3rd Era
763,9.780639526866564,3rd Era
764,9.670124258813797,3rd Era
765,9.573950081970981,3rd Era
766,9.45100893253865,3rd Era
767,9.669496069989428,3rd Era
768,9.631222516738935,3rd Era
769,10.021726140315934,3rd Era
770,9.790935694914735,3rd Era
771,9.953835782248303,3rd Era
772,9.625109166960334,3rd Era
773,9.900133298604196,3rd Era
774,9.776671212097998,3rd Era
775,9.992844776073667,3rd Era
776,10.24231234774082,3rd Era
777,10.314063768826514,3rd Era
778,10.238359354650896,3rd Era
779,10.347081986302419,3rd Era
780,10.858335759265785,3rd Era
781,10.804035730154597,3rd Era
782,10.627683208972375,3rd Era
783,10.743806211408522,3rd Era
784,10.985904055648337,3rd Era
785,11.119677631881348,3rd Era
786,11.104248701487736,3rd Era
787,11.235019228706697,3rd Era
788,10.594159376101246,3rd Era
789,9.914459068135505,3rd Era
790,9.799822268527741,3rd Era
791,9.460401121546878,3rd Era
792,9.565094151715263,3rd Era
793,9.654664685062897,3rd Era
794,9.598771201372823,3rd Era
795,9.666018048937442,3rd Era
796,9.912130172981753,3rd Era
797,9.992523020822162,3rd Era
798,10.00585288124167,3rd Era
799,9.921660257097768,3rd Era
800,9.565124795072549,3rd Era
801,9.689199748724471,3rd Era
802,9.781620114299724,3rd Era
803,9.917615333935988,3rd Era
804,10.325401811022417,3rd Era
805,10.246127445722955,3rd Era
806,10.251091669603323,3rd Era
807,10.115709317112785,3rd Era
808,9.79593056215239,3rd Era
809,9.896272235586132,3rd Era
810,10.238619823187829,3rd Era
811,10.140499793157339,3rd Era
812,10.112660303062803,3rd Era
813,10.127461044632051,3rd Era
814,10.046547259717775,3rd Era
815,10.012318629629062,3rd Era
816,9.902600088865738,3rd Era
817,10.018248119263946,3rd Era
818,10.106623561677418,3rd Era
819,10.031210259396019,3rd Era
820,10.015720042287834,3rd Era
821,10.139611135796038,3rd Era
822,10.125990163482312,3rd Era
823,10.033202077619624,3rd Era
824,9.514486647157062,3rd Era
825,9.54439456386842,3rd Era
826,9.54612591355509,3rd Era
827,9.553878682948504,3rd Era
828,9.901665466468508,3rd Era
829,9.912635788376976,3rd Era
830,9.911149585548593,3rd Era
831,9.818744541651984,3rd Era
832,9.852850598311552,3rd Era
833,9.881226347158595,3rd Era
834,9.972206474941396,3rd Era
835,9.865705486693123,3rd Era
836,9.847150933856314,3rd Era
837,9.882436759771402,3rd Era
838,9.864816829331822,3rd Era
839,9.872247843473732,3rd Era
840,9.870547137144346,3rd Era
841,9.848300059754546,3rd Era
842,9.628510579619103,3rd Era
843,9.645364426126527,3rd Era
844,9.672024146965542,3rd Era
845,9.749030903825822,3rd Era
846,9.7588674215147,3rd Era
847,9.691023028483,3rd Era
848,9.862120213890634,3rd Era
849,9.813627100985185,3rd Era
850,9.88735501861584,3rd Era
851,9.999463741247492,3rd Era
852,9.873688081266184,3rd Era
853,9.707371259595202,3rd Era
854,9.781635435978368,3rd Era
855,9.703740021756785,3rd Era
856,9.747989029678093,3rd Era
857,9.757702973937826,3rd Era
858,8.526483521534619,3rd Era
859,8.512127108646023,3rd Era
860,8.448036526881886,3rd Era
861,8.504604164432255,3rd Era
862,8.568112522407954,3rd Era
863,7.48877687039392,3rd Era
864,7.700016853846507,3rd Era
865,6.973493495947417,3rd Era
866,6.829255213201159,3rd Era
867,6.611932523327256,3rd Era
868,5.906078109917723,3rd Era
869,6.114452939464048,3rd Era
870,5.704383532259794,3rd Era
871,5.862825011108217,3rd Era
872,6.473393905036236,3rd Era
873,6.49458378659966,3rd Era
874,6.099652197894802,3rd Era
875,6.414221582116537,3rd Era
876,6.321402852896564,3rd Era
877,5.9293823831338965,3rd Era
878,6.014433021281812,3rd Era
879,5.737447714771631,3rd Era
880,5.545773514946298,3rd Era
881,5.199748724470253,3rd Era
882,5.1586866257067125,3rd Era
883,5.48857768857156,3rd Era
884,5.304457076317282,3rd Era
885,5.145402730323134,3rd Era
886,5.304824796604716,3rd Era
887,5.053579910214964,3rd Era
888,4.930546830710773,3rd Era
889,4.945087103743087,3rd Era
890,4.956639649439993,3rd Era
891,5.419737386428058,3rd Era
892,5.485467387807009,3rd Era
893,5.739899183354529,3rd Era
894,6.238558536473256,3rd Era
895,5.929290453062038,3rd Era
896,6.105857477745262,3rd Era
897,6.075551197389186,3rd Era
898,6.245652473685017,3rd Era
899,5.813259380697749,3rd Era
900,5.873580829515682,3rd Era
901,5.542984969433251,3rd Era
902,5.982410712917708,3rd Era
903,6.02446872079305,3rd Era
904,5.891752340386413,3rd Era
905,5.677877028207211,3rd Era
906,5.873442934407894,3rd Era
907,5.993733433434968,3rd Era
908,5.824689352965511,3rd Era
909,5.890020990699741,3rd Era
910,5.881073130372164,3rd Era
911,6.214610752754072,3rd Era
912,6.162731548868495,3rd Era
913,6.152511989213538,3rd Era
914,6.161934821579052,3rd Era
915,5.5722646973202385,3rd Era
916,5.5704414175617085,3rd Era
917,5.5664118160785705,3rd Era
918,5.382168630395147,3rd Era
919,5.63080883141557,3rd Era
920,5.499946374124749,3rd Era
921,5.521795087869827,3rd Era
922,5.573199319717468,3rd Era
923,5.558705011721084,3rd Era
924,5.676038426770037,3rd Era
925,5.438276617586223,3rd Era
926,5.427765946037048,3rd Era
927,5.49807712933029,3rd Era
928,5.453797478051696,3rd Era
929,5.4890066955735675,3rd Era
930,5.484088436729128,3rd Era
931,5.458700415217492,3rd Era
932,5.442612652642224,3rd Era
933,5.264145739807254,3rd Era
934,5.229288920894174,3rd Era
935,5.295616467740206,3rd Era
936,5.256530865521627,3rd Era
937,5.3068472581856065,3rd Era
938,5.3047328665328575,3rd Era
939,5.248992599629216,3rd Era
940,5.254799515834955,3rd Era
941,5.280294789097094,3rd Era
942,5.188272787166563,3rd Era
943,5.180918381417868,3rd Era
944,5.553357745874639,3rd Era
945,5.569246326627546,3rd Era
946,5.597468858688159,3rd Era
947,5.540533500850353,3rd Era
948,5.518853325570349,3rd Era
949,5.5111924862487935,3rd Era
950,5.492637933411985,3rd Era
951,5.505554108508129,3rd Era
952,5.524598955061516,3rd Era
953,5.552208619976406,3rd Era
954,5.940153523220005,3rd Era
955,5.994545482403052,3rd Era
956,6.072440896624635,3rd Era
957,6.005730307812525,3rd Era
958,6.086215085724793,3rd Era
959,6.3250953774495535,3rd Era
960,5.782799883555243,3rd Era
961,5.88913233333844,3rd Era
962,5.846721926854307,3rd Era
963,5.868601283956671,3rd Era
964,5.835445171372976,3rd Era
965,5.880873948549803,3rd Era
966,5.8443011016286945,3rd Era
967,5.823494262031349,3rd Era
968,5.696860588046027,3rd Era
969,5.896410130693919,3rd Era
970,5.916741998253329,3rd Era
971,5.937349656028315,3rd Era
972,5.897758438414513,3rd Era
973,6.019673035377757,3rd Era
974,6.016072440896625,3rd Era
975,5.932661222363523,3rd Era
976,5.947523250647341,3rd Era
977,5.921261893453047,3rd Era
978,5.918932998299295,3rd Era
979,5.999846783213569,3rd Era
980,6.145295478572633,3rd Era
981,6.107558184074647,3rd Era
982,6.105980051174408,3rd Era
983,6.149631513628633,3rd Era
984,6.178911241515621,3rd Era
985,6.103007645517644,3rd Era
986,6.108201694577658,3rd Era
987,6.115663352076854,3rd Era
988,6.103007645517644,3rd Era
989,6.005010188916298,3rd Era
990,6.022538189284019,3rd Era
991,6.166439395100127,3rd Era
992,6.1643556468046645,3rd Era
993,6.263226439088667,3rd Era
994,6.259074264176384,3rd Era
995,6.294344768412828,3rd Era
996,6.345595783474038,3rd Era
997,7.3436346086077195,3rd Era
998,7.602754837820032,3rd Era
999,7.502290590957147,3rd Era
1000,7.685905587816201,3rd Era
1001,7.762559946067692,3rd Era
1002,7.947845005898846,3rd Era
1003,8.055372546616208,3rd Era
1004,7.954234145893024,3rd Era
1005,8.11377878560375,3rd Era
1006,7.721436560589579,3rd Era
1007,7.768581365774434,3rd Era
1008,7.768091072057855,3rd Era
1009,7.862825011108217,3rd Era
1010,7.7296489803422865,3rd Era
1011,7.948718341581505,3rd Era
1012,7.976128824674031,3rd Era
1013,8.048692294727811,3rd Era
1014,8.08039284784041,3rd Era
1015,8.129575436284801,3rd Era
1016,8.09983605803852,3rd Era
1017,8.231250095760492,3rd Era
1018,8.513429451330689,3rd Era
1019,8.329722524399774,3rd Era
1020,7.8775338226056055,3rd Era
1021,7.8647555426172495,3rd Era
1022,7.979622167404662,3rd Era
1023,7.859607458593163,3rd Era
1024,7.877319319104601,3rd Era
1025,8.048125392618017,3rd Era
1026,8.13597989795762,3rd Era
1027,8.2472459282639,3rd Era
1028,8.690808524981996,3rd Era
1029,8.53066633980419,3rd Era
1030,8.79464354114637,3rd Era
1031,8.71834158150367,3rd Era
1032,9.014095944351663,3rd Era
1033,9.065178420947799,3rd Era
1034,9.441938498781928,3rd Era
1035,9.740481407142967,3rd Era
1036,11.24108661344937,3rd Era
1037,10.620206229794537,3rd Era
1038,11.921844117241486,3rd Era
1039,12.154994101153722,3rd Era
1040,12.56610538250571,3rd Era
1041,12.042839413486142,3rd Era
1042,11.11391668071154,3rd Era
1043,11.125331331300659,3rd Era
1044,12.602923376285105,3rd Era
1045,12.20269048676973,3rd Era
1046,12.19786415799715,3rd Era
1047,11.77284079243722,3rd Era
1048,12.093738029938562,3rd Era
1049,12.283742166791793,3rd Era
1050,12.318476412275729,3rd Era
1051,13.322061685078218,3rd Era
1052,13.488424471785128,3rd Era
1053,13.347189238052922,3rd Era
1054,13.240688249804649,3rd Era
1055,12.65857171311689,3rd Era
1056,13.05203242067201,3rd Era
1057,13.1072211071445,3rd Era
1058,13.35560083962799,3rd Era
1059,12.963335223007034,3rd Era
1060,11.734781742687728,3rd Era
1061,11.902538802151165,3rd Era
1062,11.880429619869153,3rd Era
1063,12.30597392250295,3rd Era
1064,12.164646758698884,3rd Era
1065,11.646957880705411,3rd Era
1066,12.188318752202491,3rd Era
1067,12.161735639756692,3rd Era
1068,12.45405794658863,3rd Era
1069,12.551427214365606,3rd Era
1070,13.320866594144054,3rd Era
1071,13.51220371703924,3rd Era
1072,13.83069545099361,3rd Era
1073,14.300044432868065,3rd Era
1074,13.819434017190925,3rd Era
1075,14.242634102992325,3rd Era
1076,14.615318614307384,3rd Era
1077,15.145601912145496,3rd Era
1078,16.359262720823697,3rd Era
1079,16.528383409686366,3rd Era
1080,16.811865107941227,3rd Era
1081,17.375840777115542,3rd Era
1082,19.453552331193407,3rd Era
1083,16.97093477561402,3rd Era
1084,18.888258997655782,3rd Era
1085,18.366065546141236,3rd Era
1086,16.795915240473747,3rd Era
1087,16.127369114560192,3rd Era
1088,16.43948703019903,3rd Era
1089,18.23005500482633,3rd Era
1090,17.136041184672195,3rd Era
1091,16.824199059248933,3rd Era
1092,17.17304303859531,3rd Era
1093,17.567285151761226,3rd Era
1094,18.881456172338243,3rd Era
1095,19.262858718801233,3rd Era
1096,18.566319886006713,3rd Era
1097,17.276449047757673,3rd Era
1098,18.09039790399436,3rd Era
1099,17.37041690287588,3rd Era
1100,16.15669480748311,3rd Era
1101,16.708321203671076,3rd Era
1102,14.535385416826268,3rd Era
1103,14.82580783550646,3rd Era
1104,16.27690869811697,3rd Era
1105,16.101184365759114,3rd Era
1106,16.825685262077315,3rd Era
1107,16.211163375059375,3rd Era
1108,15.818621968222839,3rd Era
1109,15.148145310800253,3rd Era
1110,14.968621202138907,3rd Era
1111,15.160709087287605,3rd Era
1112,15.012134769485344,3rd Era
1113,14.468475646191797,3rd Era
1114,14.621585180872417,3rd Era
1115,14.578853019136778,3rd Era
1116,14.656319426356353,3rd Era
1117,15.346652979300412,3rd Era
1118,15.895873871941411,3rd Era
1119,16.064335728622428,3rd Era
1120,16.588582285075155,3rd Era
1121,16.814102073023122,3rd Era
1122,18.01722156679486,3rd Era
1123,17.383884658403176,3rd Era
1124,18.26638270488915,3rd Era
1125,18.141265877089495,3rd Era
1126,18.18801231862963,3rd Era
1127,17.336050377679378,3rd Era
1128,17.60663122251674,3rd Era
1129,17.43718877840256,3rd Era
1130,16.615517796129748,3rd Era
1131,15.397505630716902,3rd Era
1132,15.835445171372976,3rd Era
1133,15.893238543214798,3rd Era
1134,15.651968069621708,3rd Era
1135,15.8609710879924,3rd Era
1136,16.57793371841819,3rd Era
1137,16.51787273813719,3rd Era
1138,15.475768765225919,3rd Era
1139,15.50245912942222,3rd Era
1140,15.925873718724624,3rd Era
1141,15.497694087364211,3rd Era
1142,15.458409303323272,3rd Era
1143,15.842738290407098,3rd Era
1144,15.51865414374799,3rd Era
1145,14.88228354298497,3rd Era
1146,14.497847304150643,3rd Era
1147,14.658878146689752,3rd Era
1148,14.716702161888858,3rd Era
1149,14.9707509154703,3rd Era
1150,15.889408123554018,3rd Era
1151,16.269538970689627,3rd Era
1152,16.222011123538696,3rd Era
1153,16.212986654817904,3rd Era
1154,15.861997640461489,3rd Era
1155,16.058007875342824,3rd Era
1156,15.925199564864327,3rd Era
1157,15.842508465227452,3rd Era
1158,15.468950618229735,3rd Era
1159,15.489757457827082,3rd Era
1160,15.897850368486372,3rd Era
1161,15.809444282715615,3rd Era
1162,15.867007829377787,3rd Era
1163,15.80129314967748,3rd Era
1164,15.7123814485115,3rd Era
1165,15.663060964959321,3rd Era
1166,15.555395529134174,3rd Era
1167,15.681676804510701,3rd Era
1168,15.520937073865813,3rd Era
1169,15.32959995097063,3rd Era
1170,15.34239355263763,3rd Era
1171,14.84580262613572,3rd Era
1172,13.347510993304429,3rd Era
1173,12.911088298834022,3rd Era
1174,12.438736267945517,3rd Era
1175,12.57964974642622,3rd Era
1176,12.544333277153846,3rd Era
1177,12.346269937334336,3rd Era
1178,12.624189866241746,3rd Era
1179,12.752033952839875,3rd Era
1180,12.74984295279391,3rd Era
1181,12.62956777544548,3rd Era
1182,12.519910521396724,3rd Era
1183,12.46075352015567,3rd Era
1184,12.04809474926073,3rd Era
1185,12.606232858872017,3rd Era
1186,12.569414865092622,3rd Era
1187,13.186510794122606,3rd Era
1188,13.159498674674797,3rd Era
1189,12.739868539997243,3rd Era
1190,12.759112568372991,3rd Era
1191,12.678597147103439,3rd Era
1192,12.749107512219037,3rd Era
1193,12.463603352383288,3rd Era
1194,12.25289962768321,3rd Era
1195,12.332204636339958,3rd Era
1196,12.180274870914857,3rd Era
1197,12.171648765838786,3rd Era
1198,12.595783474037415,3rd Era
1199,12.59895506151654,3rd Era
1200,12.313466223359432,3rd Era
1201,11.39335345580462,3rd Era
1202,11.441003876384697,3rd Era
1203,13.211117410023443,3rd Era
1204,14.126603030628036,3rd Era
1205,14.661651370524154,3rd Era
1206,14.466698331469196,3rd Era
1207,14.464829086674737,3rd Era
1208,14.056705532658158,3rd Era
1209,14.001378951077882,3rd Era
1210,14.132272051725987,3rd Era
1211,14.290682887217125,3rd Era
1212,14.120964652887372,3rd Era
1213,14.443271484823878,3rd Era
1214,14.304487719674569,3rd Era
1215,14.304365146245425,3rd Era
1216,14.12465717744036,3rd Era
1217,13.512096465288739,3rd Era
1218,13.494691038350162,3rd Era
1219,13.851548255626888,3rd Era
1220,13.349962461887326,3rd Era
1221,13.43190279927069,3rd Era
1222,13.389415784393341,3rd Era
1223,13.216096955582454,3rd Era
1224,12.995924433480932,3rd Era
1225,13.003217552515054,3rd Era
1226,13.052047742350654,3rd Era
1227,12.585288124166885,3rd Era
1228,12.452525778724318,3rd Era
1229,12.336081021036666,3rd Era
1230,11.634271530788915,3rd Era
1231,11.100985183936752,3rd Era
1232,11.219483046562582,3rd Era
1233,10.714419231771032,3rd Era
1234,10.993074601253314,3rd Era
1235,10.96145065653393,3rd Era
1236,11.509231311382475,3rd Era
1237,11.364472091562352,3rd Era
1238,11.87129789939786,3rd Era
1239,11.559317878866809,3rd Era
1240,11.348047252056936,3rd Era
1241,11.227067277490923,3rd Era
1242,11.223190892794214,3rd Era
1243,11.072119141373129,3rd Era
1244,11.352950189222732,3rd Era
1245,11.498000520937074,3rd Era
1246,11.502106730813429,3rd Era
1247,11.514609220586207,3rd Era
1248,11.23118880904592,3rd Era
1249,11.095699204804879,3rd Era
1250,10.988478097660382,3rd Era
1251,10.990454594205342,3rd Era
1252,11.096112890128243,3rd Era
1253,10.848346024790477,3rd Era
1254,10.874622703663414,3rd Era
1255,10.539491626702622,3rd Era
1256,10.132011583189055,3rd Era
1257,11.114897268144698,3rd Era
1258,10.966093125162793,3rd Era
1259,10.981966384237058,3rd Era
1260,10.961174866318354,3rd Era
1261,11.399589379012365,3rd Era
1262,11.212618934530468,3rd Era
1263,11.092971946006406,3rd Era
1264,10.996659874055801,3rd Era
1265,10.988095055694304,3rd Era
1266,11.096312071950603,3rd Era
1267,11.22149018646483,3rd Era
1268,11.359124825715906,3rd Era
1269,11.099636876216158,3rd Era
1270,10.978534328221,3rd Era
1271,10.976036894602172,3rd Era
1272,10.623132670415371,3rd Era
1273,11.219559654955798,3rd Era
1274,11.233992676237609,3rd Era
1275,11.233333844055956,3rd Era
1276,11.879357102364136,3rd Era
1277,12.427765946037049,3rd Era
1278,12.311259901634823,3rd Era
1279,11.990132838953837,3rd Era
1280,12.350406790567975,3rd Era
1281,12.317311964698854,3rd Era
1282,12.462331653055909,3rd Era
1283,12.451683086398948,3rd Era
1284,13.474849464507331,3rd Era
1285,13.489619562719293,3rd Era
1286,13.34584093033233,3rd Era
1287,13.655415447316408,3rd Era
1288,13.64956256607474,3rd Era
1289,13.277506243584048,3rd Era
1290,13.264559425130617,3rd Era
1291,13.340677524629598,3rd Era
1292,13.205463710604134,3rd Era
1293,12.778525135213815,3rd Era
1294,12.907457060995602,3rd Era
1295,12.758836778157415,3rd Era
1296,13.11353363874546,3rd Era
1297,13.646743377204407,3rd Era
1298,13.963411831400249,3rd Era
1299,14.29400769148268,3rd Era
1300,14.601666998636372,3rd Era
1301,14.320207761962402,3rd Era
1302,14.324390580231972,3rd Era
1303,14.337505937150475,3rd Era
1304,14.168155423108155,3rd Era
1305,13.991281964852071,3rd Era
1306,14.781053212189928,3rd Era
1307,14.914198599598572,3rd Era
1308,14.974121684771784,3rd Era
1309,15.147348583510809,3rd Era
1310,15.50570732529456,3rd Era
1311,15.124503960653929,3rd Era
1312,15.683898447913954,3rd Era
1313,15.85514885010802,3rd Era
