time,PriceUSD,realised_price,thermocap_price,200_day_ma_priceUSD,Lagged_Energy_Value,mvrv_ratio,thermocap_multiple,200_day_multiple,Energy_Value_Multiple,PriceUSD_4_Year_CAGR,realised_price_4_Year_CAGR,thermocap_price_4_Year_CAGR,200_day_ma_priceUSD_4_Year_CAGR,Lagged_Energy_Value_4_Year_CAGR
2013-03-07,41.9474407158387,12.928337946708146,4.1305667421830385,15.384277448731943,32.817624926141,3.2446120211855605,10.155371728400914,2.726643539524584,1.2781985536809921,inf,inf,inf,inf,inf
2013-03-08,43.902928914962,13.092273670341916,4.145389419844464,15.553892710063035,32.82970259036679,3.3533464102889803,10.59078519976761,2.822632876113241,1.3372929222893544,inf,inf,inf,inf,inf
2013-03-09,46.8885866123086,13.363995868498957,4.1622164688340035,15.738820733033988,32.84245962320547,3.5085753597718763,11.265292654383229,2.979167715780307,1.4276819443565234,inf,inf,inf,inf,inf
2013-03-10,46.0660384590181,13.491595736135473,4.18009124319627,15.920288152436035,32.85627345166398,3.414424754488918,11.020342805673806,2.893543007383904,1.4020469645405,inf,inf,inf,inf,inf
2013-03-11,48.275074577218,13.688469561698012,4.196978673263265,16.11122023819179,32.86865305749553,3.5266962723354753,11.502339739001537,2.9963636436910908,1.468726889805091,inf,inf,inf,inf,inf
2013-03-12,44.4135452582116,13.80266145908083,4.209664475298961,16.280317751510903,32.87884358366677,3.21775227117461,10.550376524974107,2.728051499737453,1.3508244335051651,inf,inf,inf,inf,inf
2013-03-13,47.0161908515809,14.015933003094553,4.225315499097836,16.46248032241112,32.89069479017866,3.354481706012742,11.12726158830495,2.8559603371294924,1.4294678525800006,inf,inf,inf,inf,inf
2013-03-14,46.9255625535453,14.173456797853932,4.243077833940941,16.644380481467568,35.246386374349235,3.3108057704490634,11.059321650473043,2.819303644602084,1.331358115840654,inf,inf,inf,inf,inf
2013-03-15,46.9025172478223,14.3292112185773,4.260185207658535,16.824391167303407,26.480690908768455,3.273209985697949,11.009501925762674,2.787769065841316,1.7711968849080006,inf,inf,inf,inf,inf
2013-03-16,47.1570156995909,14.436845689474714,4.2775268283496475,17.00551145313333,26.49131783273371,3.2664348372145486,11.024364683595682,2.773043070745281,1.78009323648376,inf,inf,inf,inf,inf
